"STATISTIC","STATISTIC Label","TLIST(M1)","Month","DIRECT","Direction","TYPASS","Type of Passenger Movement","UNIT","VALUE"
"TRBM1","Passenger Movement","198203","1982M03","01","Arriving in Eire","01","Passenger Movement by Sea to All Countries","Number","61396"
"TRBM1","Passenger Movement","198203","1982M03","01","Arriving in Eire","011","Passenger Movement by Sea to Great Britain","Number","57385"
"TRBM1","Passenger Movement","198203","1982M03","01","Arriving in Eire","012","Passenger Movement by Sea to Countries Other Than Great Britain","Number","4011"
"TRBM1","Passenger Movement","198203","1982M03","01","Arriving in Eire","02","Passenger Movement Cross-Border Rail","Number","11357"
"TRBM1","Passenger Movement","198203","1982M03","01","Arriving in Eire","03","Passenger Movement Cross-Border Bus","Number","27250"
"TRBM1","Passenger Movement","198203","1982M03","01","Arriving in Eire","04","Passenger Movement by Air from All Airports","Number","102995"
"TRBM1","Passenger Movement","198203","1982M03","01","Arriving in Eire","041","Passenger Movement by Air from Dublin Airport","Number","81982"
"TRBM1","Passenger Movement","198203","1982M03","01","Arriving in Eire","042","Passenger Movement by Air from Cork Airport","Number","7314"
"TRBM1","Passenger Movement","198203","1982M03","01","Arriving in Eire","043","Passenger Movement by Air from Shannon Airport","Number","13699"
"TRBM1","Passenger Movement","198203","1982M03","01","Arriving in Eire","0431","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","8890"
"TRBM1","Passenger Movement","198203","1982M03","01","Arriving in Eire","0432","Passenger Movement by Air from Shannon Airport (Westbound)","Number","4809"
"TRBM1","Passenger Movement","198203","1982M03","02","Departing Eire","01","Passenger Movement by Sea to All Countries","Number","57185"
"TRBM1","Passenger Movement","198203","1982M03","02","Departing Eire","011","Passenger Movement by Sea to Great Britain","Number","54159"
"TRBM1","Passenger Movement","198203","1982M03","02","Departing Eire","012","Passenger Movement by Sea to Countries Other Than Great Britain","Number","3026"
"TRBM1","Passenger Movement","198203","1982M03","02","Departing Eire","02","Passenger Movement Cross-Border Rail","Number","11395"
"TRBM1","Passenger Movement","198203","1982M03","02","Departing Eire","03","Passenger Movement Cross-Border Bus","Number","27052"
"TRBM1","Passenger Movement","198203","1982M03","02","Departing Eire","04","Passenger Movement by Air from All Airports","Number","101506"
"TRBM1","Passenger Movement","198203","1982M03","02","Departing Eire","041","Passenger Movement by Air from Dublin Airport","Number","80402"
"TRBM1","Passenger Movement","198203","1982M03","02","Departing Eire","042","Passenger Movement by Air from Cork Airport","Number","6985"
"TRBM1","Passenger Movement","198203","1982M03","02","Departing Eire","043","Passenger Movement by Air from Shannon Airport","Number","14119"
"TRBM1","Passenger Movement","198203","1982M03","02","Departing Eire","0431","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","4489"
"TRBM1","Passenger Movement","198203","1982M03","02","Departing Eire","0432","Passenger Movement by Air from Shannon Airport (Westbound)","Number","9630"
"TRBM1","Passenger Movement","198204","1982M04","01","Arriving in Eire","01","Passenger Movement by Sea to All Countries","Number","118751"
"TRBM1","Passenger Movement","198204","1982M04","01","Arriving in Eire","011","Passenger Movement by Sea to Great Britain","Number","108151"
"TRBM1","Passenger Movement","198204","1982M04","01","Arriving in Eire","012","Passenger Movement by Sea to Countries Other Than Great Britain","Number","10600"
"TRBM1","Passenger Movement","198204","1982M04","01","Arriving in Eire","02","Passenger Movement Cross-Border Rail","Number","10686"
"TRBM1","Passenger Movement","198204","1982M04","01","Arriving in Eire","03","Passenger Movement Cross-Border Bus","Number","28518"
"TRBM1","Passenger Movement","198204","1982M04","01","Arriving in Eire","04","Passenger Movement by Air from All Airports","Number","122450"
"TRBM1","Passenger Movement","198204","1982M04","01","Arriving in Eire","041","Passenger Movement by Air from Dublin Airport","Number","93370"
"TRBM1","Passenger Movement","198204","1982M04","01","Arriving in Eire","042","Passenger Movement by Air from Cork Airport","Number","10248"
"TRBM1","Passenger Movement","198204","1982M04","01","Arriving in Eire","043","Passenger Movement by Air from Shannon Airport","Number","18832"
"TRBM1","Passenger Movement","198204","1982M04","01","Arriving in Eire","0431","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","11042"
"TRBM1","Passenger Movement","198204","1982M04","01","Arriving in Eire","0432","Passenger Movement by Air from Shannon Airport (Westbound)","Number","7790"
"TRBM1","Passenger Movement","198204","1982M04","02","Departing Eire","01","Passenger Movement by Sea to All Countries","Number","118521"
"TRBM1","Passenger Movement","198204","1982M04","02","Departing Eire","011","Passenger Movement by Sea to Great Britain","Number","107840"
"TRBM1","Passenger Movement","198204","1982M04","02","Departing Eire","012","Passenger Movement by Sea to Countries Other Than Great Britain","Number","10681"
"TRBM1","Passenger Movement","198204","1982M04","02","Departing Eire","02","Passenger Movement Cross-Border Rail","Number","10311"
"TRBM1","Passenger Movement","198204","1982M04","02","Departing Eire","03","Passenger Movement Cross-Border Bus","Number","29165"
"TRBM1","Passenger Movement","198204","1982M04","02","Departing Eire","04","Passenger Movement by Air from All Airports","Number","126446"
"TRBM1","Passenger Movement","198204","1982M04","02","Departing Eire","041","Passenger Movement by Air from Dublin Airport","Number","95940"
"TRBM1","Passenger Movement","198204","1982M04","02","Departing Eire","042","Passenger Movement by Air from Cork Airport","Number","10186"
"TRBM1","Passenger Movement","198204","1982M04","02","Departing Eire","043","Passenger Movement by Air from Shannon Airport","Number","20320"
"TRBM1","Passenger Movement","198204","1982M04","02","Departing Eire","0431","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","7405"
"TRBM1","Passenger Movement","198204","1982M04","02","Departing Eire","0432","Passenger Movement by Air from Shannon Airport (Westbound)","Number","12915"
"TRBM1","Passenger Movement","198205","1982M05","01","Arriving in Eire","01","Passenger Movement by Sea to All Countries","Number","98085"
"TRBM1","Passenger Movement","198205","1982M05","01","Arriving in Eire","011","Passenger Movement by Sea to Great Britain","Number","92118"
"TRBM1","Passenger Movement","198205","1982M05","01","Arriving in Eire","012","Passenger Movement by Sea to Countries Other Than Great Britain","Number","5967"
"TRBM1","Passenger Movement","198205","1982M05","01","Arriving in Eire","02","Passenger Movement Cross-Border Rail","Number","10166"
"TRBM1","Passenger Movement","198205","1982M05","01","Arriving in Eire","03","Passenger Movement Cross-Border Bus","Number","30828"
"TRBM1","Passenger Movement","198205","1982M05","01","Arriving in Eire","04","Passenger Movement by Air from All Airports","Number","135319"
"TRBM1","Passenger Movement","198205","1982M05","01","Arriving in Eire","041","Passenger Movement by Air from Dublin Airport","Number","92892"
"TRBM1","Passenger Movement","198205","1982M05","01","Arriving in Eire","042","Passenger Movement by Air from Cork Airport","Number","11636"
"TRBM1","Passenger Movement","198205","1982M05","01","Arriving in Eire","043","Passenger Movement by Air from Shannon Airport","Number","30791"
"TRBM1","Passenger Movement","198205","1982M05","01","Arriving in Eire","0431","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","21989"
"TRBM1","Passenger Movement","198205","1982M05","01","Arriving in Eire","0432","Passenger Movement by Air from Shannon Airport (Westbound)","Number","8802"
"TRBM1","Passenger Movement","198205","1982M05","02","Departing Eire","01","Passenger Movement by Sea to All Countries","Number","90440"
"TRBM1","Passenger Movement","198205","1982M05","02","Departing Eire","011","Passenger Movement by Sea to Great Britain","Number","83376"
"TRBM1","Passenger Movement","198205","1982M05","02","Departing Eire","012","Passenger Movement by Sea to Countries Other Than Great Britain","Number","7064"
"TRBM1","Passenger Movement","198205","1982M05","02","Departing Eire","02","Passenger Movement Cross-Border Rail","Number","9960"
"TRBM1","Passenger Movement","198205","1982M05","02","Departing Eire","03","Passenger Movement Cross-Border Bus","Number","30555"
"TRBM1","Passenger Movement","198205","1982M05","02","Departing Eire","04","Passenger Movement by Air from All Airports","Number","138605"
"TRBM1","Passenger Movement","198205","1982M05","02","Departing Eire","041","Passenger Movement by Air from Dublin Airport","Number","100637"
"TRBM1","Passenger Movement","198205","1982M05","02","Departing Eire","042","Passenger Movement by Air from Cork Airport","Number","11875"
"TRBM1","Passenger Movement","198205","1982M05","02","Departing Eire","043","Passenger Movement by Air from Shannon Airport","Number","26093"
"TRBM1","Passenger Movement","198205","1982M05","02","Departing Eire","0431","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","8388"
"TRBM1","Passenger Movement","198205","1982M05","02","Departing Eire","0432","Passenger Movement by Air from Shannon Airport (Westbound)","Number","17705"
"TRBM1","Passenger Movement","198206","1982M06","01","Arriving in Eire","01","Passenger Movement by Sea to All Countries","Number","126696"
"TRBM1","Passenger Movement","198206","1982M06","01","Arriving in Eire","011","Passenger Movement by Sea to Great Britain","Number","112465"
"TRBM1","Passenger Movement","198206","1982M06","01","Arriving in Eire","012","Passenger Movement by Sea to Countries Other Than Great Britain","Number","14231"
"TRBM1","Passenger Movement","198206","1982M06","01","Arriving in Eire","02","Passenger Movement Cross-Border Rail","Number","12085"
"TRBM1","Passenger Movement","198206","1982M06","01","Arriving in Eire","03","Passenger Movement Cross-Border Bus","Number","31798"
"TRBM1","Passenger Movement","198206","1982M06","01","Arriving in Eire","04","Passenger Movement by Air from All Airports","Number","174130"
"TRBM1","Passenger Movement","198206","1982M06","01","Arriving in Eire","041","Passenger Movement by Air from Dublin Airport","Number","118472"
"TRBM1","Passenger Movement","198206","1982M06","01","Arriving in Eire","042","Passenger Movement by Air from Cork Airport","Number","12192"
"TRBM1","Passenger Movement","198206","1982M06","01","Arriving in Eire","043","Passenger Movement by Air from Shannon Airport","Number","43466"
"TRBM1","Passenger Movement","198206","1982M06","01","Arriving in Eire","0431","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","32240"
"TRBM1","Passenger Movement","198206","1982M06","01","Arriving in Eire","0432","Passenger Movement by Air from Shannon Airport (Westbound)","Number","11226"
"TRBM1","Passenger Movement","198206","1982M06","02","Departing Eire","01","Passenger Movement by Sea to All Countries","Number","142420"
"TRBM1","Passenger Movement","198206","1982M06","02","Departing Eire","011","Passenger Movement by Sea to Great Britain","Number","126363"
"TRBM1","Passenger Movement","198206","1982M06","02","Departing Eire","012","Passenger Movement by Sea to Countries Other Than Great Britain","Number","16057"
"TRBM1","Passenger Movement","198206","1982M06","02","Departing Eire","02","Passenger Movement Cross-Border Rail","Number","11791"
"TRBM1","Passenger Movement","198206","1982M06","02","Departing Eire","03","Passenger Movement Cross-Border Bus","Number","31066"
"TRBM1","Passenger Movement","198206","1982M06","02","Departing Eire","04","Passenger Movement by Air from All Airports","Number","177444"
"TRBM1","Passenger Movement","198206","1982M06","02","Departing Eire","041","Passenger Movement by Air from Dublin Airport","Number","122127"
"TRBM1","Passenger Movement","198206","1982M06","02","Departing Eire","042","Passenger Movement by Air from Cork Airport","Number","12075"
"TRBM1","Passenger Movement","198206","1982M06","02","Departing Eire","043","Passenger Movement by Air from Shannon Airport","Number","43242"
"TRBM1","Passenger Movement","198206","1982M06","02","Departing Eire","0431","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","11119"
"TRBM1","Passenger Movement","198206","1982M06","02","Departing Eire","0432","Passenger Movement by Air from Shannon Airport (Westbound)","Number","32123"
"TRBM1","Passenger Movement","198207","1982M07","01","Arriving in Eire","01","Passenger Movement by Sea to All Countries","Number","242743"
"TRBM1","Passenger Movement","198207","1982M07","01","Arriving in Eire","011","Passenger Movement by Sea to Great Britain","Number","212871"
"TRBM1","Passenger Movement","198207","1982M07","01","Arriving in Eire","012","Passenger Movement by Sea to Countries Other Than Great Britain","Number","29872"
"TRBM1","Passenger Movement","198207","1982M07","01","Arriving in Eire","02","Passenger Movement Cross-Border Rail","Number","14533"
"TRBM1","Passenger Movement","198207","1982M07","01","Arriving in Eire","03","Passenger Movement Cross-Border Bus","Number","35850"
"TRBM1","Passenger Movement","198207","1982M07","01","Arriving in Eire","04","Passenger Movement by Air from All Airports","Number","237231"
"TRBM1","Passenger Movement","198207","1982M07","01","Arriving in Eire","041","Passenger Movement by Air from Dublin Airport","Number","157253"
"TRBM1","Passenger Movement","198207","1982M07","01","Arriving in Eire","042","Passenger Movement by Air from Cork Airport","Number","17655"
"TRBM1","Passenger Movement","198207","1982M07","01","Arriving in Eire","043","Passenger Movement by Air from Shannon Airport","Number","62323"
"TRBM1","Passenger Movement","198207","1982M07","01","Arriving in Eire","0431","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","48037"
"TRBM1","Passenger Movement","198207","1982M07","01","Arriving in Eire","0432","Passenger Movement by Air from Shannon Airport (Westbound)","Number","14286"
"TRBM1","Passenger Movement","198207","1982M07","02","Departing Eire","01","Passenger Movement by Sea to All Countries","Number","206253"
"TRBM1","Passenger Movement","198207","1982M07","02","Departing Eire","011","Passenger Movement by Sea to Great Britain","Number","179860"
"TRBM1","Passenger Movement","198207","1982M07","02","Departing Eire","012","Passenger Movement by Sea to Countries Other Than Great Britain","Number","26393"
"TRBM1","Passenger Movement","198207","1982M07","02","Departing Eire","02","Passenger Movement Cross-Border Rail","Number","15074"
"TRBM1","Passenger Movement","198207","1982M07","02","Departing Eire","03","Passenger Movement Cross-Border Bus","Number","35618"
"TRBM1","Passenger Movement","198207","1982M07","02","Departing Eire","04","Passenger Movement by Air from All Airports","Number","221408"
"TRBM1","Passenger Movement","198207","1982M07","02","Departing Eire","041","Passenger Movement by Air from Dublin Airport","Number","152535"
"TRBM1","Passenger Movement","198207","1982M07","02","Departing Eire","042","Passenger Movement by Air from Cork Airport","Number","15459"
"TRBM1","Passenger Movement","198207","1982M07","02","Departing Eire","043","Passenger Movement by Air from Shannon Airport","Number","53414"
"TRBM1","Passenger Movement","198207","1982M07","02","Departing Eire","0431","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","11266"
"TRBM1","Passenger Movement","198207","1982M07","02","Departing Eire","0432","Passenger Movement by Air from Shannon Airport (Westbound)","Number","42148"
"TRBM1","Passenger Movement","198208","1982M08","01","Arriving in Eire","01","Passenger Movement by Sea to All Countries","Number","291686"
"TRBM1","Passenger Movement","198208","1982M08","01","Arriving in Eire","011","Passenger Movement by Sea to Great Britain","Number","264030"
"TRBM1","Passenger Movement","198208","1982M08","01","Arriving in Eire","012","Passenger Movement by Sea to Countries Other Than Great Britain","Number","27656"
"TRBM1","Passenger Movement","198208","1982M08","01","Arriving in Eire","02","Passenger Movement Cross-Border Rail","Number","13316"
"TRBM1","Passenger Movement","198208","1982M08","01","Arriving in Eire","03","Passenger Movement Cross-Border Bus","Number","41121"
"TRBM1","Passenger Movement","198208","1982M08","01","Arriving in Eire","04","Passenger Movement by Air from All Airports","Number","236775"
"TRBM1","Passenger Movement","198208","1982M08","01","Arriving in Eire","041","Passenger Movement by Air from Dublin Airport","Number","159245"
"TRBM1","Passenger Movement","198208","1982M08","01","Arriving in Eire","042","Passenger Movement by Air from Cork Airport","Number","18376"
"TRBM1","Passenger Movement","198208","1982M08","01","Arriving in Eire","043","Passenger Movement by Air from Shannon Airport","Number","59154"
"TRBM1","Passenger Movement","198208","1982M08","01","Arriving in Eire","0431","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","45420"
"TRBM1","Passenger Movement","198208","1982M08","01","Arriving in Eire","0432","Passenger Movement by Air from Shannon Airport (Westbound)","Number","13734"
"TRBM1","Passenger Movement","198208","1982M08","02","Departing Eire","01","Passenger Movement by Sea to All Countries","Number","302490"
"TRBM1","Passenger Movement","198208","1982M08","02","Departing Eire","011","Passenger Movement by Sea to Great Britain","Number","274679"
"TRBM1","Passenger Movement","198208","1982M08","02","Departing Eire","012","Passenger Movement by Sea to Countries Other Than Great Britain","Number","27811"
"TRBM1","Passenger Movement","198208","1982M08","02","Departing Eire","02","Passenger Movement Cross-Border Rail","Number","14484"
"TRBM1","Passenger Movement","198208","1982M08","02","Departing Eire","03","Passenger Movement Cross-Border Bus","Number","40615"
"TRBM1","Passenger Movement","198208","1982M08","02","Departing Eire","04","Passenger Movement by Air from All Airports","Number","248772"
"TRBM1","Passenger Movement","198208","1982M08","02","Departing Eire","041","Passenger Movement by Air from Dublin Airport","Number","162595"
"TRBM1","Passenger Movement","198208","1982M08","02","Departing Eire","042","Passenger Movement by Air from Cork Airport","Number","19638"
"TRBM1","Passenger Movement","198208","1982M08","02","Departing Eire","043","Passenger Movement by Air from Shannon Airport","Number","66539"
"TRBM1","Passenger Movement","198208","1982M08","02","Departing Eire","0431","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","13466"
"TRBM1","Passenger Movement","198208","1982M08","02","Departing Eire","0432","Passenger Movement by Air from Shannon Airport (Westbound)","Number","53073"
"TRBM1","Passenger Movement","198209","1982M09","01","Arriving in Eire","01","Passenger Movement by Sea to All Countries","Number","143346"
"TRBM1","Passenger Movement","198209","1982M09","01","Arriving in Eire","011","Passenger Movement by Sea to Great Britain","Number","132168"
"TRBM1","Passenger Movement","198209","1982M09","01","Arriving in Eire","012","Passenger Movement by Sea to Countries Other Than Great Britain","Number","11178"
"TRBM1","Passenger Movement","198209","1982M09","01","Arriving in Eire","02","Passenger Movement Cross-Border Rail","Number","11560"
"TRBM1","Passenger Movement","198209","1982M09","01","Arriving in Eire","03","Passenger Movement Cross-Border Bus","Number","36784"
"TRBM1","Passenger Movement","198209","1982M09","01","Arriving in Eire","04","Passenger Movement by Air from All Airports","Number","176374"
"TRBM1","Passenger Movement","198209","1982M09","01","Arriving in Eire","041","Passenger Movement by Air from Dublin Airport","Number","126003"
"TRBM1","Passenger Movement","198209","1982M09","01","Arriving in Eire","042","Passenger Movement by Air from Cork Airport","Number","11631"
"TRBM1","Passenger Movement","198209","1982M09","01","Arriving in Eire","043","Passenger Movement by Air from Shannon Airport","Number","38740"
"TRBM1","Passenger Movement","198209","1982M09","01","Arriving in Eire","0431","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","28849"
"TRBM1","Passenger Movement","198209","1982M09","01","Arriving in Eire","0432","Passenger Movement by Air from Shannon Airport (Westbound)","Number","9891"
"TRBM1","Passenger Movement","198209","1982M09","02","Departing Eire","01","Passenger Movement by Sea to All Countries","Number","172899"
"TRBM1","Passenger Movement","198209","1982M09","02","Departing Eire","011","Passenger Movement by Sea to Great Britain","Number","159896"
"TRBM1","Passenger Movement","198209","1982M09","02","Departing Eire","012","Passenger Movement by Sea to Countries Other Than Great Britain","Number","13003"
"TRBM1","Passenger Movement","198209","1982M09","02","Departing Eire","02","Passenger Movement Cross-Border Rail","Number","12290"
"TRBM1","Passenger Movement","198209","1982M09","02","Departing Eire","03","Passenger Movement Cross-Border Bus","Number","36802"
"TRBM1","Passenger Movement","198209","1982M09","02","Departing Eire","04","Passenger Movement by Air from All Airports","Number","190766"
"TRBM1","Passenger Movement","198209","1982M09","02","Departing Eire","041","Passenger Movement by Air from Dublin Airport","Number","128607"
"TRBM1","Passenger Movement","198209","1982M09","02","Departing Eire","042","Passenger Movement by Air from Cork Airport","Number","13986"
"TRBM1","Passenger Movement","198209","1982M09","02","Departing Eire","043","Passenger Movement by Air from Shannon Airport","Number","48173"
"TRBM1","Passenger Movement","198209","1982M09","02","Departing Eire","0431","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","11150"
"TRBM1","Passenger Movement","198209","1982M09","02","Departing Eire","0432","Passenger Movement by Air from Shannon Airport (Westbound)","Number","37023"
"TRBM1","Passenger Movement","198210","1982M10","01","Arriving in Eire","01","Passenger Movement by Sea to All Countries","Number","104675"
"TRBM1","Passenger Movement","198210","1982M10","01","Arriving in Eire","011","Passenger Movement by Sea to Great Britain","Number","99680"
"TRBM1","Passenger Movement","198210","1982M10","01","Arriving in Eire","012","Passenger Movement by Sea to Countries Other Than Great Britain","Number","4995"
"TRBM1","Passenger Movement","198210","1982M10","01","Arriving in Eire","02","Passenger Movement Cross-Border Rail","Number","12187"
"TRBM1","Passenger Movement","198210","1982M10","01","Arriving in Eire","03","Passenger Movement Cross-Border Bus","Number","33881"
"TRBM1","Passenger Movement","198210","1982M10","01","Arriving in Eire","04","Passenger Movement by Air from All Airports","Number","135937"
"TRBM1","Passenger Movement","198210","1982M10","01","Arriving in Eire","041","Passenger Movement by Air from Dublin Airport","Number","100696"
"TRBM1","Passenger Movement","198210","1982M10","01","Arriving in Eire","042","Passenger Movement by Air from Cork Airport","Number","8731"
"TRBM1","Passenger Movement","198210","1982M10","01","Arriving in Eire","043","Passenger Movement by Air from Shannon Airport","Number","26510"
"TRBM1","Passenger Movement","198210","1982M10","01","Arriving in Eire","0431","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","19931"
"TRBM1","Passenger Movement","198210","1982M10","01","Arriving in Eire","0432","Passenger Movement by Air from Shannon Airport (Westbound)","Number","6579"
"TRBM1","Passenger Movement","198210","1982M10","02","Departing Eire","01","Passenger Movement by Sea to All Countries","Number","104347"
"TRBM1","Passenger Movement","198210","1982M10","02","Departing Eire","011","Passenger Movement by Sea to Great Britain","Number","100387"
"TRBM1","Passenger Movement","198210","1982M10","02","Departing Eire","012","Passenger Movement by Sea to Countries Other Than Great Britain","Number","3960"
"TRBM1","Passenger Movement","198210","1982M10","02","Departing Eire","02","Passenger Movement Cross-Border Rail","Number","12284"
"TRBM1","Passenger Movement","198210","1982M10","02","Departing Eire","03","Passenger Movement Cross-Border Bus","Number","34051"
"TRBM1","Passenger Movement","198210","1982M10","02","Departing Eire","04","Passenger Movement by Air from All Airports","Number","131680"
"TRBM1","Passenger Movement","198210","1982M10","02","Departing Eire","041","Passenger Movement by Air from Dublin Airport","Number","93883"
"TRBM1","Passenger Movement","198210","1982M10","02","Departing Eire","042","Passenger Movement by Air from Cork Airport","Number","8867"
"TRBM1","Passenger Movement","198210","1982M10","02","Departing Eire","043","Passenger Movement by Air from Shannon Airport","Number","28930"
"TRBM1","Passenger Movement","198210","1982M10","02","Departing Eire","0431","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","6366"
"TRBM1","Passenger Movement","198210","1982M10","02","Departing Eire","0432","Passenger Movement by Air from Shannon Airport (Westbound)","Number","22564"
"TRBM1","Passenger Movement","198211","1982M11","01","Arriving in Eire","01","Passenger Movement by Sea to All Countries","Number","62480"
"TRBM1","Passenger Movement","198211","1982M11","01","Arriving in Eire","011","Passenger Movement by Sea to Great Britain","Number","60557"
"TRBM1","Passenger Movement","198211","1982M11","01","Arriving in Eire","012","Passenger Movement by Sea to Countries Other Than Great Britain","Number","1923"
"TRBM1","Passenger Movement","198211","1982M11","01","Arriving in Eire","02","Passenger Movement Cross-Border Rail","Number","10714"
"TRBM1","Passenger Movement","198211","1982M11","01","Arriving in Eire","03","Passenger Movement Cross-Border Bus","Number","30191"
"TRBM1","Passenger Movement","198211","1982M11","01","Arriving in Eire","04","Passenger Movement by Air from All Airports","Number","75652"
"TRBM1","Passenger Movement","198211","1982M11","01","Arriving in Eire","041","Passenger Movement by Air from Dublin Airport","Number","60201"
"TRBM1","Passenger Movement","198211","1982M11","01","Arriving in Eire","042","Passenger Movement by Air from Cork Airport","Number","4984"
"TRBM1","Passenger Movement","198211","1982M11","01","Arriving in Eire","043","Passenger Movement by Air from Shannon Airport","Number","10467"
"TRBM1","Passenger Movement","198211","1982M11","01","Arriving in Eire","0431","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","6952"
"TRBM1","Passenger Movement","198211","1982M11","01","Arriving in Eire","0432","Passenger Movement by Air from Shannon Airport (Westbound)","Number","3515"
"TRBM1","Passenger Movement","198211","1982M11","02","Departing Eire","01","Passenger Movement by Sea to All Countries","Number","64713"
"TRBM1","Passenger Movement","198211","1982M11","02","Departing Eire","011","Passenger Movement by Sea to Great Britain","Number","63150"
"TRBM1","Passenger Movement","198211","1982M11","02","Departing Eire","012","Passenger Movement by Sea to Countries Other Than Great Britain","Number","1563"
"TRBM1","Passenger Movement","198211","1982M11","02","Departing Eire","02","Passenger Movement Cross-Border Rail","Number","11755"
"TRBM1","Passenger Movement","198211","1982M11","02","Departing Eire","03","Passenger Movement Cross-Border Bus","Number","30464"
"TRBM1","Passenger Movement","198211","1982M11","02","Departing Eire","04","Passenger Movement by Air from All Airports","Number","76212"
"TRBM1","Passenger Movement","198211","1982M11","02","Departing Eire","041","Passenger Movement by Air from Dublin Airport","Number","59778"
"TRBM1","Passenger Movement","198211","1982M11","02","Departing Eire","042","Passenger Movement by Air from Cork Airport","Number","5096"
"TRBM1","Passenger Movement","198211","1982M11","02","Departing Eire","043","Passenger Movement by Air from Shannon Airport","Number","11338"
"TRBM1","Passenger Movement","198211","1982M11","02","Departing Eire","0431","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","3824"
"TRBM1","Passenger Movement","198211","1982M11","02","Departing Eire","0432","Passenger Movement by Air from Shannon Airport (Westbound)","Number","7514"
"TRBM1","Passenger Movement","198212","1982M12","01","Arriving in Eire","01","Passenger Movement by Sea to All Countries","Number","84673"
"TRBM1","Passenger Movement","198212","1982M12","01","Arriving in Eire","011","Passenger Movement by Sea to Great Britain","Number","83049"
"TRBM1","Passenger Movement","198212","1982M12","01","Arriving in Eire","012","Passenger Movement by Sea to Countries Other Than Great Britain","Number","1624"
"TRBM1","Passenger Movement","198212","1982M12","01","Arriving in Eire","02","Passenger Movement Cross-Border Rail","Number","9781"
"TRBM1","Passenger Movement","198212","1982M12","01","Arriving in Eire","03","Passenger Movement Cross-Border Bus","Number","28792"
"TRBM1","Passenger Movement","198212","1982M12","01","Arriving in Eire","04","Passenger Movement by Air from All Airports","Number","84236"
"TRBM1","Passenger Movement","198212","1982M12","01","Arriving in Eire","041","Passenger Movement by Air from Dublin Airport","Number","64276"
"TRBM1","Passenger Movement","198212","1982M12","01","Arriving in Eire","042","Passenger Movement by Air from Cork Airport","Number","7153"
"TRBM1","Passenger Movement","198212","1982M12","01","Arriving in Eire","043","Passenger Movement by Air from Shannon Airport","Number","12807"
"TRBM1","Passenger Movement","198212","1982M12","01","Arriving in Eire","0431","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","7892"
"TRBM1","Passenger Movement","198212","1982M12","01","Arriving in Eire","0432","Passenger Movement by Air from Shannon Airport (Westbound)","Number","4915"
"TRBM1","Passenger Movement","198212","1982M12","02","Departing Eire","01","Passenger Movement by Sea to All Countries","Number","68658"
"TRBM1","Passenger Movement","198212","1982M12","02","Departing Eire","011","Passenger Movement by Sea to Great Britain","Number","67268"
"TRBM1","Passenger Movement","198212","1982M12","02","Departing Eire","012","Passenger Movement by Sea to Countries Other Than Great Britain","Number","1390"
"TRBM1","Passenger Movement","198212","1982M12","02","Departing Eire","02","Passenger Movement Cross-Border Rail","Number","9795"
"TRBM1","Passenger Movement","198212","1982M12","02","Departing Eire","03","Passenger Movement Cross-Border Bus","Number","29082"
"TRBM1","Passenger Movement","198212","1982M12","02","Departing Eire","04","Passenger Movement by Air from All Airports","Number","79582"
"TRBM1","Passenger Movement","198212","1982M12","02","Departing Eire","041","Passenger Movement by Air from Dublin Airport","Number","63464"
"TRBM1","Passenger Movement","198212","1982M12","02","Departing Eire","042","Passenger Movement by Air from Cork Airport","Number","5831"
"TRBM1","Passenger Movement","198212","1982M12","02","Departing Eire","043","Passenger Movement by Air from Shannon Airport","Number","10287"
"TRBM1","Passenger Movement","198212","1982M12","02","Departing Eire","0431","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","4077"
"TRBM1","Passenger Movement","198212","1982M12","02","Departing Eire","0432","Passenger Movement by Air from Shannon Airport (Westbound)","Number","6210"
"TRBM1","Passenger Movement","198301","1983M01","01","Arriving in Eire","01","Passenger Movement by Sea to All Countries","Number","46838"
"TRBM1","Passenger Movement","198301","1983M01","01","Arriving in Eire","011","Passenger Movement by Sea to Great Britain","Number","45360"
"TRBM1","Passenger Movement","198301","1983M01","01","Arriving in Eire","012","Passenger Movement by Sea to Countries Other Than Great Britain","Number","1478"
"TRBM1","Passenger Movement","198301","1983M01","01","Arriving in Eire","02","Passenger Movement Cross-Border Rail","Number","10130"
"TRBM1","Passenger Movement","198301","1983M01","01","Arriving in Eire","03","Passenger Movement Cross-Border Bus","Number","27317"
