"STATISTIC","STATISTIC Label","TLIST(M1)","Month","DIRECT","Direction","TYPASS","Type of Passenger Movement","UNIT","VALUE"
"TRBM1","Passenger Movement","196308","1963M08","01","Arriving in Eire","0431","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","9696"
"TRBM1","Passenger Movement","196308","1963M08","01","Arriving in Eire","0432","Passenger Movement by Air from Shannon Airport (Westbound)","Number","3256"
"TRBM1","Passenger Movement","196308","1963M08","02","Departing Eire","01","Passenger Movement by Sea to All Countries","Number","208929"
"TRBM1","Passenger Movement","196308","1963M08","02","Departing Eire","011","Passenger Movement by Sea to Great Britain","Number","207485"
"TRBM1","Passenger Movement","196308","1963M08","02","Departing Eire","012","Passenger Movement by Sea to Countries Other Than Great Britain","Number","1444"
"TRBM1","Passenger Movement","196308","1963M08","02","Departing Eire","02","Passenger Movement Cross-Border Rail","Number","42113"
"TRBM1","Passenger Movement","196308","1963M08","02","Departing Eire","03","Passenger Movement Cross-Border Bus","Number","86392"
"TRBM1","Passenger Movement","196308","1963M08","02","Departing Eire","04","Passenger Movement by Air from All Airports","Number","119396"
"TRBM1","Passenger Movement","196308","1963M08","02","Departing Eire","041","Passenger Movement by Air from Dublin Airport","Number","92266"
"TRBM1","Passenger Movement","196308","1963M08","02","Departing Eire","042","Passenger Movement by Air from Cork Airport","Number","8416"
"TRBM1","Passenger Movement","196308","1963M08","02","Departing Eire","043","Passenger Movement by Air from Shannon Airport","Number","18714"
"TRBM1","Passenger Movement","196308","1963M08","02","Departing Eire","0431","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","2966"
"TRBM1","Passenger Movement","196308","1963M08","02","Departing Eire","0432","Passenger Movement by Air from Shannon Airport (Westbound)","Number","15748"
"TRBM1","Passenger Movement","196309","1963M09","01","Arriving in Eire","01","Passenger Movement by Sea to All Countries","Number","66301"
"TRBM1","Passenger Movement","196309","1963M09","01","Arriving in Eire","011","Passenger Movement by Sea to Great Britain","Number","65577"
"TRBM1","Passenger Movement","196309","1963M09","01","Arriving in Eire","012","Passenger Movement by Sea to Countries Other Than Great Britain","Number","724"
"TRBM1","Passenger Movement","196309","1963M09","01","Arriving in Eire","02","Passenger Movement Cross-Border Rail","Number","25775"
"TRBM1","Passenger Movement","196309","1963M09","01","Arriving in Eire","03","Passenger Movement Cross-Border Bus","Number","53074"
"TRBM1","Passenger Movement","196309","1963M09","01","Arriving in Eire","04","Passenger Movement by Air from All Airports","Number","68936"
"TRBM1","Passenger Movement","196309","1963M09","01","Arriving in Eire","041","Passenger Movement by Air from Dublin Airport","Number","58485"
"TRBM1","Passenger Movement","196309","1963M09","01","Arriving in Eire","042","Passenger Movement by Air from Cork Airport","Number","4330"
"TRBM1","Passenger Movement","196309","1963M09","01","Arriving in Eire","043","Passenger Movement by Air from Shannon Airport","Number","6121"
"TRBM1","Passenger Movement","196309","1963M09","01","Arriving in Eire","0431","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","4024"
"TRBM1","Passenger Movement","196309","1963M09","01","Arriving in Eire","0432","Passenger Movement by Air from Shannon Airport (Westbound)","Number","2097"
"TRBM1","Passenger Movement","196309","1963M09","02","Departing Eire","01","Passenger Movement by Sea to All Countries","Number","101983"
"TRBM1","Passenger Movement","196309","1963M09","02","Departing Eire","011","Passenger Movement by Sea to Great Britain","Number","100454"
"TRBM1","Passenger Movement","196309","1963M09","02","Departing Eire","012","Passenger Movement by Sea to Countries Other Than Great Britain","Number","1529"
"TRBM1","Passenger Movement","196309","1963M09","02","Departing Eire","02","Passenger Movement Cross-Border Rail","Number","24929"
"TRBM1","Passenger Movement","196309","1963M09","02","Departing Eire","03","Passenger Movement Cross-Border Bus","Number","53813"
"TRBM1","Passenger Movement","196309","1963M09","02","Departing Eire","04","Passenger Movement by Air from All Airports","Number","90585"
"TRBM1","Passenger Movement","196309","1963M09","02","Departing Eire","041","Passenger Movement by Air from Dublin Airport","Number","69470"
"TRBM1","Passenger Movement","196309","1963M09","02","Departing Eire","042","Passenger Movement by Air from Cork Airport","Number","6215"
"TRBM1","Passenger Movement","196309","1963M09","02","Departing Eire","043","Passenger Movement by Air from Shannon Airport","Number","14900"
"TRBM1","Passenger Movement","196309","1963M09","02","Departing Eire","0431","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","2327"
"TRBM1","Passenger Movement","196309","1963M09","02","Departing Eire","0432","Passenger Movement by Air from Shannon Airport (Westbound)","Number","12573"
"TRBM1","Passenger Movement","196310","1963M10","01","Arriving in Eire","01","Passenger Movement by Sea to All Countries","Number","31021"
"TRBM1","Passenger Movement","196310","1963M10","01","Arriving in Eire","011","Passenger Movement by Sea to Great Britain","Number","29888"
"TRBM1","Passenger Movement","196310","1963M10","01","Arriving in Eire","012","Passenger Movement by Sea to Countries Other Than Great Britain","Number","1133"
"TRBM1","Passenger Movement","196310","1963M10","01","Arriving in Eire","02","Passenger Movement Cross-Border Rail","Number","17248"
"TRBM1","Passenger Movement","196310","1963M10","01","Arriving in Eire","03","Passenger Movement Cross-Border Bus","Number","46874"
"TRBM1","Passenger Movement","196310","1963M10","01","Arriving in Eire","04","Passenger Movement by Air from All Airports","Number","48029"
"TRBM1","Passenger Movement","196310","1963M10","01","Arriving in Eire","041","Passenger Movement by Air from Dublin Airport","Number","39212"
"TRBM1","Passenger Movement","196310","1963M10","01","Arriving in Eire","042","Passenger Movement by Air from Cork Airport","Number","2347"
"TRBM1","Passenger Movement","196310","1963M10","01","Arriving in Eire","043","Passenger Movement by Air from Shannon Airport","Number","6470"
"TRBM1","Passenger Movement","196310","1963M10","01","Arriving in Eire","0431","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","4283"
"TRBM1","Passenger Movement","196310","1963M10","01","Arriving in Eire","0432","Passenger Movement by Air from Shannon Airport (Westbound)","Number","2187"
"TRBM1","Passenger Movement","196310","1963M10","02","Departing Eire","01","Passenger Movement by Sea to All Countries","Number","36827"
"TRBM1","Passenger Movement","196310","1963M10","02","Departing Eire","011","Passenger Movement by Sea to Great Britain","Number","35615"
"TRBM1","Passenger Movement","196310","1963M10","02","Departing Eire","012","Passenger Movement by Sea to Countries Other Than Great Britain","Number","1212"
"TRBM1","Passenger Movement","196310","1963M10","02","Departing Eire","02","Passenger Movement Cross-Border Rail","Number","17042"
"TRBM1","Passenger Movement","196310","1963M10","02","Departing Eire","03","Passenger Movement Cross-Border Bus","Number","46787"
"TRBM1","Passenger Movement","196310","1963M10","02","Departing Eire","04","Passenger Movement by Air from All Airports","Number","49889"
"TRBM1","Passenger Movement","196310","1963M10","02","Departing Eire","041","Passenger Movement by Air from Dublin Airport","Number","38157"
"TRBM1","Passenger Movement","196310","1963M10","02","Departing Eire","042","Passenger Movement by Air from Cork Airport","Number","2802"
"TRBM1","Passenger Movement","196310","1963M10","02","Departing Eire","043","Passenger Movement by Air from Shannon Airport","Number","8930"
"TRBM1","Passenger Movement","196310","1963M10","02","Departing Eire","0431","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","1823"
"TRBM1","Passenger Movement","196310","1963M10","02","Departing Eire","0432","Passenger Movement by Air from Shannon Airport (Westbound)","Number","7107"
"TRBM1","Passenger Movement","196311","1963M11","01","Arriving in Eire","01","Passenger Movement by Sea to All Countries","Number","16995"
"TRBM1","Passenger Movement","196311","1963M11","01","Arriving in Eire","011","Passenger Movement by Sea to Great Britain","Number","16727"
"TRBM1","Passenger Movement","196311","1963M11","01","Arriving in Eire","012","Passenger Movement by Sea to Countries Other Than Great Britain","Number","268"
"TRBM1","Passenger Movement","196311","1963M11","01","Arriving in Eire","02","Passenger Movement Cross-Border Rail","Number","9118"
"TRBM1","Passenger Movement","196311","1963M11","01","Arriving in Eire","03","Passenger Movement Cross-Border Bus","Number","42015"
"TRBM1","Passenger Movement","196311","1963M11","01","Arriving in Eire","04","Passenger Movement by Air from All Airports","Number","25338"
"TRBM1","Passenger Movement","196311","1963M11","01","Arriving in Eire","041","Passenger Movement by Air from Dublin Airport","Number","21568"
"TRBM1","Passenger Movement","196311","1963M11","01","Arriving in Eire","042","Passenger Movement by Air from Cork Airport","Number","1594"
"TRBM1","Passenger Movement","196311","1963M11","01","Arriving in Eire","043","Passenger Movement by Air from Shannon Airport","Number","2176"
"TRBM1","Passenger Movement","196311","1963M11","01","Arriving in Eire","0431","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","1538"
"TRBM1","Passenger Movement","196311","1963M11","01","Arriving in Eire","0432","Passenger Movement by Air from Shannon Airport (Westbound)","Number","638"
"TRBM1","Passenger Movement","196311","1963M11","02","Departing Eire","01","Passenger Movement by Sea to All Countries","Number","17334"
"TRBM1","Passenger Movement","196311","1963M11","02","Departing Eire","011","Passenger Movement by Sea to Great Britain","Number","17087"
"TRBM1","Passenger Movement","196311","1963M11","02","Departing Eire","012","Passenger Movement by Sea to Countries Other Than Great Britain","Number","247"
"TRBM1","Passenger Movement","196311","1963M11","02","Departing Eire","02","Passenger Movement Cross-Border Rail","Number","8740"
"TRBM1","Passenger Movement","196311","1963M11","02","Departing Eire","03","Passenger Movement Cross-Border Bus","Number","41932"
"TRBM1","Passenger Movement","196311","1963M11","02","Departing Eire","04","Passenger Movement by Air from All Airports","Number","27312"
"TRBM1","Passenger Movement","196311","1963M11","02","Departing Eire","041","Passenger Movement by Air from Dublin Airport","Number","22280"
"TRBM1","Passenger Movement","196311","1963M11","02","Departing Eire","042","Passenger Movement by Air from Cork Airport","Number","1599"
"TRBM1","Passenger Movement","196311","1963M11","02","Departing Eire","043","Passenger Movement by Air from Shannon Airport","Number","3433"
"TRBM1","Passenger Movement","196311","1963M11","02","Departing Eire","0431","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","578"
"TRBM1","Passenger Movement","196311","1963M11","02","Departing Eire","0432","Passenger Movement by Air from Shannon Airport (Westbound)","Number","2855"
"TRBM1","Passenger Movement","196312","1963M12","01","Arriving in Eire","01","Passenger Movement by Sea to All Countries","Number","45382"
"TRBM1","Passenger Movement","196312","1963M12","01","Arriving in Eire","011","Passenger Movement by Sea to Great Britain","Number","44913"
"TRBM1","Passenger Movement","196312","1963M12","01","Arriving in Eire","012","Passenger Movement by Sea to Countries Other Than Great Britain","Number","469"
"TRBM1","Passenger Movement","196312","1963M12","01","Arriving in Eire","02","Passenger Movement Cross-Border Rail","Number","11665"
"TRBM1","Passenger Movement","196312","1963M12","01","Arriving in Eire","03","Passenger Movement Cross-Border Bus","Number","47197"
"TRBM1","Passenger Movement","196312","1963M12","01","Arriving in Eire","04","Passenger Movement by Air from All Airports","Number","44668"
"TRBM1","Passenger Movement","196312","1963M12","01","Arriving in Eire","041","Passenger Movement by Air from Dublin Airport","Number","36886"
"TRBM1","Passenger Movement","196312","1963M12","01","Arriving in Eire","042","Passenger Movement by Air from Cork Airport","Number","3870"
"TRBM1","Passenger Movement","196312","1963M12","01","Arriving in Eire","043","Passenger Movement by Air from Shannon Airport","Number","3912"
"TRBM1","Passenger Movement","196312","1963M12","01","Arriving in Eire","0431","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","2907"
"TRBM1","Passenger Movement","196312","1963M12","01","Arriving in Eire","0432","Passenger Movement by Air from Shannon Airport (Westbound)","Number","1005"
"TRBM1","Passenger Movement","196312","1963M12","02","Departing Eire","01","Passenger Movement by Sea to All Countries","Number","26429"
"TRBM1","Passenger Movement","196312","1963M12","02","Departing Eire","011","Passenger Movement by Sea to Great Britain","Number","26151"
"TRBM1","Passenger Movement","196312","1963M12","02","Departing Eire","012","Passenger Movement by Sea to Countries Other Than Great Britain","Number","278"
"TRBM1","Passenger Movement","196312","1963M12","02","Departing Eire","02","Passenger Movement Cross-Border Rail","Number","11429"
"TRBM1","Passenger Movement","196312","1963M12","02","Departing Eire","03","Passenger Movement Cross-Border Bus","Number","46585"
"TRBM1","Passenger Movement","196312","1963M12","02","Departing Eire","04","Passenger Movement by Air from All Airports","Number","35540"
"TRBM1","Passenger Movement","196312","1963M12","02","Departing Eire","041","Passenger Movement by Air from Dublin Airport","Number","30377"
"TRBM1","Passenger Movement","196312","1963M12","02","Departing Eire","042","Passenger Movement by Air from Cork Airport","Number","2834"
"TRBM1","Passenger Movement","196312","1963M12","02","Departing Eire","043","Passenger Movement by Air from Shannon Airport","Number","2329"
"TRBM1","Passenger Movement","196312","1963M12","02","Departing Eire","0431","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","643"
"TRBM1","Passenger Movement","196312","1963M12","02","Departing Eire","0432","Passenger Movement by Air from Shannon Airport (Westbound)","Number","1686"
"TRBM1","Passenger Movement","196401","1964M01","01","Arriving in Eire","01","Passenger Movement by Sea to All Countries","Number","17246"
"TRBM1","Passenger Movement","196401","1964M01","01","Arriving in Eire","011","Passenger Movement by Sea to Great Britain","Number","17163"
"TRBM1","Passenger Movement","196401","1964M01","01","Arriving in Eire","012","Passenger Movement by Sea to Countries Other Than Great Britain","Number","83"
"TRBM1","Passenger Movement","196401","1964M01","01","Arriving in Eire","02","Passenger Movement Cross-Border Rail","Number","11030"
"TRBM1","Passenger Movement","196401","1964M01","01","Arriving in Eire","03","Passenger Movement Cross-Border Bus","Number","37182"
"TRBM1","Passenger Movement","196401","1964M01","01","Arriving in Eire","04","Passenger Movement by Air from All Airports","Number","25171"
"TRBM1","Passenger Movement","196401","1964M01","01","Arriving in Eire","041","Passenger Movement by Air from Dublin Airport","Number","21497"
"TRBM1","Passenger Movement","196401","1964M01","01","Arriving in Eire","042","Passenger Movement by Air from Cork Airport","Number","1548"
"TRBM1","Passenger Movement","196401","1964M01","01","Arriving in Eire","043","Passenger Movement by Air from Shannon Airport","Number","2126"
"TRBM1","Passenger Movement","196401","1964M01","01","Arriving in Eire","0431","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","1152"
"TRBM1","Passenger Movement","196401","1964M01","01","Arriving in Eire","0432","Passenger Movement by Air from Shannon Airport (Westbound)","Number","974"
"TRBM1","Passenger Movement","196401","1964M01","02","Departing Eire","01","Passenger Movement by Sea to All Countries","Number","33592"
"TRBM1","Passenger Movement","196401","1964M01","02","Departing Eire","011","Passenger Movement by Sea to Great Britain","Number","33564"
"TRBM1","Passenger Movement","196401","1964M01","02","Departing Eire","012","Passenger Movement by Sea to Countries Other Than Great Britain","Number","28"
"TRBM1","Passenger Movement","196401","1964M01","02","Departing Eire","02","Passenger Movement Cross-Border Rail","Number","11215"
"TRBM1","Passenger Movement","196401","1964M01","02","Departing Eire","03","Passenger Movement Cross-Border Bus","Number","37829"
"TRBM1","Passenger Movement","196401","1964M01","02","Departing Eire","04","Passenger Movement by Air from All Airports","Number","34176"
"TRBM1","Passenger Movement","196401","1964M01","02","Departing Eire","041","Passenger Movement by Air from Dublin Airport","Number","27390"
"TRBM1","Passenger Movement","196401","1964M01","02","Departing Eire","042","Passenger Movement by Air from Cork Airport","Number","2542"
"TRBM1","Passenger Movement","196401","1964M01","02","Departing Eire","043","Passenger Movement by Air from Shannon Airport","Number","4244"
"TRBM1","Passenger Movement","196401","1964M01","02","Departing Eire","0431","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","1114"
"TRBM1","Passenger Movement","196401","1964M01","02","Departing Eire","0432","Passenger Movement by Air from Shannon Airport (Westbound)","Number","3130"
"TRBM1","Passenger Movement","196402","1964M02","01","Arriving in Eire","01","Passenger Movement by Sea to All Countries","Number","17061"
"TRBM1","Passenger Movement","196402","1964M02","01","Arriving in Eire","011","Passenger Movement by Sea to Great Britain","Number","16897"
"TRBM1","Passenger Movement","196402","1964M02","01","Arriving in Eire","012","Passenger Movement by Sea to Countries Other Than Great Britain","Number","164"
"TRBM1","Passenger Movement","196402","1964M02","01","Arriving in Eire","02","Passenger Movement Cross-Border Rail","Number","10241"
"TRBM1","Passenger Movement","196402","1964M02","01","Arriving in Eire","03","Passenger Movement Cross-Border Bus","Number","37959"
"TRBM1","Passenger Movement","196402","1964M02","01","Arriving in Eire","04","Passenger Movement by Air from All Airports","Number","25953"
"TRBM1","Passenger Movement","196402","1964M02","01","Arriving in Eire","041","Passenger Movement by Air from Dublin Airport","Number","22646"
"TRBM1","Passenger Movement","196402","1964M02","01","Arriving in Eire","042","Passenger Movement by Air from Cork Airport","Number","1476"
"TRBM1","Passenger Movement","196402","1964M02","01","Arriving in Eire","043","Passenger Movement by Air from Shannon Airport","Number","1831"
"TRBM1","Passenger Movement","196402","1964M02","01","Arriving in Eire","0431","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","1117"
"TRBM1","Passenger Movement","196402","1964M02","01","Arriving in Eire","0432","Passenger Movement by Air from Shannon Airport (Westbound)","Number","714"
"TRBM1","Passenger Movement","196402","1964M02","02","Departing Eire","01","Passenger Movement by Sea to All Countries","Number","18578"
"TRBM1","Passenger Movement","196402","1964M02","02","Departing Eire","011","Passenger Movement by Sea to Great Britain","Number","18379"
"TRBM1","Passenger Movement","196402","1964M02","02","Departing Eire","012","Passenger Movement by Sea to Countries Other Than Great Britain","Number","199"
"TRBM1","Passenger Movement","196402","1964M02","02","Departing Eire","02","Passenger Movement Cross-Border Rail","Number","10156"
"TRBM1","Passenger Movement","196402","1964M02","02","Departing Eire","03","Passenger Movement Cross-Border Bus","Number","38915"
"TRBM1","Passenger Movement","196402","1964M02","02","Departing Eire","04","Passenger Movement by Air from All Airports","Number","26629"
"TRBM1","Passenger Movement","196402","1964M02","02","Departing Eire","041","Passenger Movement by Air from Dublin Airport","Number","22774"
"TRBM1","Passenger Movement","196402","1964M02","02","Departing Eire","042","Passenger Movement by Air from Cork Airport","Number","1592"
"TRBM1","Passenger Movement","196402","1964M02","02","Departing Eire","043","Passenger Movement by Air from Shannon Airport","Number","2263"
"TRBM1","Passenger Movement","196402","1964M02","02","Departing Eire","0431","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","631"
"TRBM1","Passenger Movement","196402","1964M02","02","Departing Eire","0432","Passenger Movement by Air from Shannon Airport (Westbound)","Number","1632"
"TRBM1","Passenger Movement","196403","1964M03","01","Arriving in Eire","01","Passenger Movement by Sea to All Countries","Number","33787"
"TRBM1","Passenger Movement","196403","1964M03","01","Arriving in Eire","011","Passenger Movement by Sea to Great Britain","Number","33614"
"TRBM1","Passenger Movement","196403","1964M03","01","Arriving in Eire","012","Passenger Movement by Sea to Countries Other Than Great Britain","Number","173"
"TRBM1","Passenger Movement","196403","1964M03","01","Arriving in Eire","02","Passenger Movement Cross-Border Rail","Number","15908"
"TRBM1","Passenger Movement","196403","1964M03","01","Arriving in Eire","03","Passenger Movement Cross-Border Bus","Number","38043"
"TRBM1","Passenger Movement","196403","1964M03","01","Arriving in Eire","04","Passenger Movement by Air from All Airports","Number","41920"
"TRBM1","Passenger Movement","196403","1964M03","01","Arriving in Eire","041","Passenger Movement by Air from Dublin Airport","Number","36378"
"TRBM1","Passenger Movement","196403","1964M03","01","Arriving in Eire","042","Passenger Movement by Air from Cork Airport","Number","2395"
"TRBM1","Passenger Movement","196403","1964M03","01","Arriving in Eire","043","Passenger Movement by Air from Shannon Airport","Number","3147"
"TRBM1","Passenger Movement","196403","1964M03","01","Arriving in Eire","0431","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","1945"
"TRBM1","Passenger Movement","196403","1964M03","01","Arriving in Eire","0432","Passenger Movement by Air from Shannon Airport (Westbound)","Number","1202"
"TRBM1","Passenger Movement","196403","1964M03","02","Departing Eire","01","Passenger Movement by Sea to All Countries","Number","27938"
"TRBM1","Passenger Movement","196403","1964M03","02","Departing Eire","011","Passenger Movement by Sea to Great Britain","Number","27843"
"TRBM1","Passenger Movement","196403","1964M03","02","Departing Eire","012","Passenger Movement by Sea to Countries Other Than Great Britain","Number","95"
"TRBM1","Passenger Movement","196403","1964M03","02","Departing Eire","02","Passenger Movement Cross-Border Rail","Number","15808"
"TRBM1","Passenger Movement","196403","1964M03","02","Departing Eire","03","Passenger Movement Cross-Border Bus","Number","38514"
"TRBM1","Passenger Movement","196403","1964M03","02","Departing Eire","04","Passenger Movement by Air from All Airports","Number","38160"
"TRBM1","Passenger Movement","196403","1964M03","02","Departing Eire","041","Passenger Movement by Air from Dublin Airport","Number","33023"
"TRBM1","Passenger Movement","196403","1964M03","02","Departing Eire","042","Passenger Movement by Air from Cork Airport","Number","1993"
"TRBM1","Passenger Movement","196403","1964M03","02","Departing Eire","043","Passenger Movement by Air from Shannon Airport","Number","3144"
"TRBM1","Passenger Movement","196403","1964M03","02","Departing Eire","0431","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","894"
"TRBM1","Passenger Movement","196403","1964M03","02","Departing Eire","0432","Passenger Movement by Air from Shannon Airport (Westbound)","Number","2250"
"TRBM1","Passenger Movement","196404","1964M04","01","Arriving in Eire","01","Passenger Movement by Sea to All Countries","Number","28628"
"TRBM1","Passenger Movement","196404","1964M04","01","Arriving in Eire","011","Passenger Movement by Sea to Great Britain","Number","28067"
"TRBM1","Passenger Movement","196404","1964M04","01","Arriving in Eire","012","Passenger Movement by Sea to Countries Other Than Great Britain","Number","561"
"TRBM1","Passenger Movement","196404","1964M04","01","Arriving in Eire","02","Passenger Movement Cross-Border Rail","Number","12327"
"TRBM1","Passenger Movement","196404","1964M04","01","Arriving in Eire","03","Passenger Movement Cross-Border Bus","Number","40282"
"TRBM1","Passenger Movement","196404","1964M04","01","Arriving in Eire","04","Passenger Movement by Air from All Airports","Number","42240"
"TRBM1","Passenger Movement","196404","1964M04","01","Arriving in Eire","041","Passenger Movement by Air from Dublin Airport","Number","34381"
"TRBM1","Passenger Movement","196404","1964M04","01","Arriving in Eire","042","Passenger Movement by Air from Cork Airport","Number","2643"
"TRBM1","Passenger Movement","196404","1964M04","01","Arriving in Eire","043","Passenger Movement by Air from Shannon Airport","Number","5216"
"TRBM1","Passenger Movement","196404","1964M04","01","Arriving in Eire","0431","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","3669"
"TRBM1","Passenger Movement","196404","1964M04","01","Arriving in Eire","0432","Passenger Movement by Air from Shannon Airport (Westbound)","Number","1547"
"TRBM1","Passenger Movement","196404","1964M04","02","Departing Eire","01","Passenger Movement by Sea to All Countries","Number","33605"
"TRBM1","Passenger Movement","196404","1964M04","02","Departing Eire","011","Passenger Movement by Sea to Great Britain","Number","33231"
"TRBM1","Passenger Movement","196404","1964M04","02","Departing Eire","012","Passenger Movement by Sea to Countries Other Than Great Britain","Number","374"
"TRBM1","Passenger Movement","196404","1964M04","02","Departing Eire","02","Passenger Movement Cross-Border Rail","Number","11881"
"TRBM1","Passenger Movement","196404","1964M04","02","Departing Eire","03","Passenger Movement Cross-Border Bus","Number","41686"
"TRBM1","Passenger Movement","196404","1964M04","02","Departing Eire","04","Passenger Movement by Air from All Airports","Number","45222"
"TRBM1","Passenger Movement","196404","1964M04","02","Departing Eire","041","Passenger Movement by Air from Dublin Airport","Number","36143"
"TRBM1","Passenger Movement","196404","1964M04","02","Departing Eire","042","Passenger Movement by Air from Cork Airport","Number","3114"
"TRBM1","Passenger Movement","196404","1964M04","02","Departing Eire","043","Passenger Movement by Air from Shannon Airport","Number","5965"
"TRBM1","Passenger Movement","196404","1964M04","02","Departing Eire","0431","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","1662"
"TRBM1","Passenger Movement","196404","1964M04","02","Departing Eire","0432","Passenger Movement by Air from Shannon Airport (Westbound)","Number","4303"
"TRBM1","Passenger Movement","196405","1964M05","01","Arriving in Eire","01","Passenger Movement by Sea to All Countries","Number","47589"
"TRBM1","Passenger Movement","196405","1964M05","01","Arriving in Eire","011","Passenger Movement by Sea to Great Britain","Number","46457"
"TRBM1","Passenger Movement","196405","1964M05","01","Arriving in Eire","012","Passenger Movement by Sea to Countries Other Than Great Britain","Number","1132"
"TRBM1","Passenger Movement","196405","1964M05","01","Arriving in Eire","02","Passenger Movement Cross-Border Rail","Number","19183"
"TRBM1","Passenger Movement","196405","1964M05","01","Arriving in Eire","03","Passenger Movement Cross-Border Bus","Number","45006"
"TRBM1","Passenger Movement","196405","1964M05","01","Arriving in Eire","04","Passenger Movement by Air from All Airports","Number","59491"
"TRBM1","Passenger Movement","196405","1964M05","01","Arriving in Eire","041","Passenger Movement by Air from Dublin Airport","Number","45464"
"TRBM1","Passenger Movement","196405","1964M05","01","Arriving in Eire","042","Passenger Movement by Air from Cork Airport","Number","3783"
"TRBM1","Passenger Movement","196405","1964M05","01","Arriving in Eire","043","Passenger Movement by Air from Shannon Airport","Number","10244"
"TRBM1","Passenger Movement","196405","1964M05","01","Arriving in Eire","0431","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","7992"
"TRBM1","Passenger Movement","196405","1964M05","01","Arriving in Eire","0432","Passenger Movement by Air from Shannon Airport (Westbound)","Number","2252"
"TRBM1","Passenger Movement","196405","1964M05","02","Departing Eire","01","Passenger Movement by Sea to All Countries","Number","43011"
"TRBM1","Passenger Movement","196405","1964M05","02","Departing Eire","011","Passenger Movement by Sea to Great Britain","Number","42624"
"TRBM1","Passenger Movement","196405","1964M05","02","Departing Eire","012","Passenger Movement by Sea to Countries Other Than Great Britain","Number","387"
"TRBM1","Passenger Movement","196405","1964M05","02","Departing Eire","02","Passenger Movement Cross-Border Rail","Number","18840"
"TRBM1","Passenger Movement","196405","1964M05","02","Departing Eire","03","Passenger Movement Cross-Border Bus","Number","45566"
"TRBM1","Passenger Movement","196405","1964M05","02","Departing Eire","04","Passenger Movement by Air from All Airports","Number","54644"
"TRBM1","Passenger Movement","196405","1964M05","02","Departing Eire","041","Passenger Movement by Air from Dublin Airport","Number","43152"
"TRBM1","Passenger Movement","196405","1964M05","02","Departing Eire","042","Passenger Movement by Air from Cork Airport","Number","3795"
"TRBM1","Passenger Movement","196405","1964M05","02","Departing Eire","043","Passenger Movement by Air from Shannon Airport","Number","7697"
"TRBM1","Passenger Movement","196405","1964M05","02","Departing Eire","0431","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","1837"
"TRBM1","Passenger Movement","196405","1964M05","02","Departing Eire","0432","Passenger Movement by Air from Shannon Airport (Westbound)","Number","5860"
"TRBM1","Passenger Movement","196406","1964M06","01","Arriving in Eire","01","Passenger Movement by Sea to All Countries","Number","74789"
"TRBM1","Passenger Movement","196406","1964M06","01","Arriving in Eire","011","Passenger Movement by Sea to Great Britain","Number","73082"
"TRBM1","Passenger Movement","196406","1964M06","01","Arriving in Eire","012","Passenger Movement by Sea to Countries Other Than Great Britain","Number","1707"
"TRBM1","Passenger Movement","196406","1964M06","01","Arriving in Eire","02","Passenger Movement Cross-Border Rail","Number","24392"
"TRBM1","Passenger Movement","196406","1964M06","01","Arriving in Eire","03","Passenger Movement Cross-Border Bus","Number","47367"
"TRBM1","Passenger Movement","196406","1964M06","01","Arriving in Eire","04","Passenger Movement by Air from All Airports","Number","80384"
"TRBM1","Passenger Movement","196406","1964M06","01","Arriving in Eire","041","Passenger Movement by Air from Dublin Airport","Number","59274"
"TRBM1","Passenger Movement","196406","1964M06","01","Arriving in Eire","042","Passenger Movement by Air from Cork Airport","Number","4949"
"TRBM1","Passenger Movement","196406","1964M06","01","Arriving in Eire","043","Passenger Movement by Air from Shannon Airport","Number","16161"
"TRBM1","Passenger Movement","196406","1964M06","01","Arriving in Eire","0431","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","13537"
"TRBM1","Passenger Movement","196406","1964M06","01","Arriving in Eire","0432","Passenger Movement by Air from Shannon Airport (Westbound)","Number","2624"
"TRBM1","Passenger Movement","196406","1964M06","02","Departing Eire","01","Passenger Movement by Sea to All Countries","Number","68720"
"TRBM1","Passenger Movement","196406","1964M06","02","Departing Eire","011","Passenger Movement by Sea to Great Britain","Number","67944"
"TRBM1","Passenger Movement","196406","1964M06","02","Departing Eire","012","Passenger Movement by Sea to Countries Other Than Great Britain","Number","776"
